file,ground truth,name,score,name,score,name,score
ILSVRC2014_train_0003/ILSVRC2014_train_00031188.JPEG,apple,pomegranate,88.02355527877808,apple,11.971572786569595,lemon,0.00333871939801611
ILSVRC2014_train_0003/ILSVRC2014_train_00031861.JPEG,apple,apple,99.97255206108093,water,0.01347572251688689,wine,0.003934954293072224
ILSVRC2014_train_0003/ILSVRC2014_train_00034765.JPEG,apple,lemon,64.73069787025452,pineapple,30.534741282463074,banana,0.976288691163063
ILSVRC2014_train_0003/ILSVRC2014_train_00035328.JPEG,apple,apple,99.93059635162354,pomegranate,0.06827811012044549,strawberry,0.0006731719167873962
ILSVRC2014_train_0003/ILSVRC2014_train_00037809.JPEG,apple,pretzel,44.30823028087616,banana,17.61508136987686,water,14.141495525836945
ILSVRC2014_train_0003/ILSVRC2014_train_00037863.JPEG,apple,apple,99.99641180038452,bell,0.0020366440367070027,pomegranate,0.000493567813464324
ILSVRC2014_train_0003/ILSVRC2014_train_00039981.JPEG,apple,lemon,43.27966868877411,apple,39.48426842689514,banana,17.08887219429016
ILSVRC2014_train_0004/ILSVRC2014_train_00042082.JPEG,apple,fig,88.10165524482727,apple,7.196564227342606,lemon,3.288084641098976
ILSVRC2014_train_0004/ILSVRC2014_train_00042185.JPEG,apple,apple,78.1701385974884,banana,12.312712520360947,pretzel,2.1490709856152534
ILSVRC2014_train_0004/ILSVRC2014_train_00044473.JPEG,apple,popsicle,71.85584902763367,bagel,16.479840874671936,pomegranate,8.930809050798416
ILSVRC2014_train_0004/ILSVRC2014_train_00044916.JPEG,apple,lemon,48.740196228027344,banana,16.956885159015656,fig,16.58041477203369
ILSVRC2014_train_0004/ILSVRC2014_train_00045074.JPEG,apple,banana,99.66703057289124,apple,0.1432780409231782,lemon,0.07889744592830539
ILSVRC2014_train_0004/ILSVRC2014_train_00045245.JPEG,apple,wine,66.12287163734436,pretzel,11.558371782302856,water,7.540097087621689
ILSVRC2014_train_0004/ILSVRC2014_train_00045368.JPEG,apple,banana,99.87254738807678,apple,0.02420300297671929,lemon,0.019965431420132518
ILSVRC2014_train_0004/ILSVRC2014_train_00048182.JPEG,apple,apple,99.99736547470093,pomegranate,0.0025913319404935464,bagel,3.852958627703629e-05
ILSVRC2014_train_0004/ILSVRC2014_train_00049972.JPEG,apple,banana,99.55688118934631,lemon,0.25827372446656227,apple,0.1451150164939463
ILSVRC2014_train_0005/ILSVRC2014_train_00052292.JPEG,apple,banana,98.99981617927551,apple,0.7207769900560379,lemon,0.26190667413175106
ILSVRC2014_train_0005/ILSVRC2014_train_00053092.JPEG,apple,lemon,65.3407633304596,apple,22.804448008537292,banana,4.007524996995926
ILSVRC2014_train_0005/ILSVRC2014_train_00053111.JPEG,apple,banana,80.10244369506836,pineapple,8.983395248651505,lemon,4.722107946872711
ILSVRC2014_train_0005/ILSVRC2014_train_00053235.JPEG,apple,apple,99.98445510864258,pomegranate,0.00883489556144923,bagel,0.006706661224598065
ILSVRC2014_train_0005/ILSVRC2014_train_00053331.JPEG,apple,apple,99.19853210449219,pomegranate,0.7959735579788685,wine,0.0027747526473831385
ILSVRC2014_train_0005/ILSVRC2014_train_00055392.JPEG,apple,banana,99.95248317718506,apple,0.03754546632990241,lemon,0.005966504977550358
ILSVRC2014_train_0005/ILSVRC2014_train_00055715.JPEG,apple,banana,99.71364736557007,lemon,0.08734619477763772,apple,0.08286117226816714
n07739125/n07739125_10091.JPEG,apple,bagel,61.78440451622009,apple,36.958423256874084,milk,0.4328508861362934
n07739125/n07739125_10135.JPEG,apple,apple,100.0,lemon,2.752211125667259e-07,fig,7.499253995568722e-08
n07739125/n07739125_10169.JPEG,apple,bagel,68.49326491355896,apple,16.372953355312347,banana,10.476191341876984
n07739125/n07739125_10232.JPEG,apple,pomegranate,83.46558213233948,strawberry,11.01570799946785,apple,5.503446236252785
n07739125/n07739125_10249.JPEG,apple,apple,60.38403511047363,mushroom,19.261392951011658,wine,6.341191381216049
